# Partner motif	Anchor	Partner TF	Partner Motif	Anchor pAUC	Partner pAUC	A&P pAUC	Ratio	Similarity		Partner Class	Partner Family
685	PEAKS039234_BHLHA15_pwm.binary	Noto	DLX6.H12CORE.0.SM.B	250.933763	7.931357	142.231032	0.566807	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
686	PEAKS039234_BHLHA15_pwm.binary	Tlx2	EMX1.H12CORE.0.SM.B	250.933763	9.111490	177.346378	0.706746	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
687	PEAKS039234_BHLHA15_pwm.binary	Tlx3	EMX2.H12CORE.0.S.B	250.933763	7.246257	170.616149	0.679925	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
688	PEAKS039234_BHLHA15_pwm.binary	Vax1	HME1.H12CORE.0.PSM.A	250.933763	6.588643	166.466087	0.663387	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
689	PEAKS039234_BHLHA15_pwm.binary	Vax2	HME2.H12CORE.0.SM.B	250.933763	5.435201	167.658999	0.668140	1.000000		Homeo domain factors {3.1}	NK-related {3.1.2}
690	PEAKS039234_BHLHA15_pwm.binary	Alx1	ALX1.H12CORE.0.SM.B	250.933763	9.263454	169.453731	0.675293	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
691	PEAKS039234_BHLHA15_pwm.binary	Alx3	ALX3.H12CORE.0.SM.B	250.933763	5.411179	159.107753	0.634063	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
692	PEAKS039234_BHLHA15_pwm.binary	Alx3	ALX3.H12CORE.1.S.B	250.933763	7.641108	161.056576	0.641829	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
693	PEAKS039234_BHLHA15_pwm.binary	Alx4	ALX4.H12CORE.0.S.B	250.933763	6.278619	170.809615	0.680696	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
694	PEAKS039234_BHLHA15_pwm.binary	Alx4	ALX4.H12CORE.1.SM.B	250.933763	6.336267	162.816323	0.648842	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
695	PEAKS039234_BHLHA15_pwm.binary	Arx	HESX1.H12CORE.0.SM.B	250.933763	7.569397	169.028670	0.673599	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
696	PEAKS039234_BHLHA15_pwm.binary	Arx	HESX1.H12CORE.1.S.B	250.933763	8.759863	177.131484	0.705889	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
697	PEAKS039234_BHLHA15_pwm.binary	Crx	ISX.H12CORE.0.SM.B	250.933763	7.110423	275.895790	1.099477	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
698	PEAKS039234_BHLHA15_pwm.binary	Dmbx1	ISX.H12CORE.1.S.B	250.933763	9.385740	285.362100	1.137201	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
699	PEAKS039234_BHLHA15_pwm.binary	Drgx	ISX.H12CORE.2.SM.B	250.933763	7.891784	177.319253	0.706638	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
700	PEAKS039234_BHLHA15_pwm.binary	Drgx	MIXL1.H12CORE.0.SM.B	250.933763	6.561814	172.747302	0.688418	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
701	PEAKS039234_BHLHA15_pwm.binary	Gsc	MIXL1.H12CORE.1.S.B	250.933763	7.903792	187.374525	0.746709	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
702	PEAKS039234_BHLHA15_pwm.binary	Gsc2	CRX.H12CORE.0.PSM.A	250.933763	14.704388	294.376166	1.173123	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
703	PEAKS039234_BHLHA15_pwm.binary	Hesx1	OTX1.H12CORE.0.SM.B	250.933763	17.210880	179.558089	0.715560	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
704	PEAKS039234_BHLHA15_pwm.binary	Hesx1	OTX1.H12CORE.1.S.B	250.933763	4.443302	165.685156	0.660274	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
705	PEAKS039234_BHLHA15_pwm.binary	Isx	OTX2.H12CORE.0.PSM.A	250.933763	6.553483	164.575652	0.655853	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
706	PEAKS039234_BHLHA15_pwm.binary	Isx	PHX2A.H12CORE.0.PS.A	250.933763	4.350755	167.131273	0.666037	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
707	PEAKS039234_BHLHA15_pwm.binary	Isx	PHX2A.H12CORE.1.SM.B	250.933763	5.493959	168.610240	0.671931	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
708	PEAKS039234_BHLHA15_pwm.binary	Mixl1	PHX2B.H12CORE.0.PSM.A	250.933763	9.908656	180.769647	0.720388	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
709	PEAKS039234_BHLHA15_pwm.binary	Mixl1	PHX2B.H12CORE.1.SM.B	250.933763	5.446348	177.411690	0.707006	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
710	PEAKS039234_BHLHA15_pwm.binary	Otx1	PITX1.H12CORE.0.PSM.A	250.933763	5.430689	242.742238	0.967356	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
711	PEAKS039234_BHLHA15_pwm.binary	Otx1	PITX1.H12CORE.1.S.B	250.933763	6.670620	176.868671	0.704842	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
712	PEAKS039234_BHLHA15_pwm.binary	Otx2	PITX2.H12CORE.0.SM.B	250.933763	12.944716	267.439481	1.065777	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
713	PEAKS039234_BHLHA15_pwm.binary	Phox2a	PITX3.H12CORE.0.SM.B	250.933763	5.666469	175.356985	0.698818	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
714	PEAKS039234_BHLHA15_pwm.binary	Phox2a	PITX3.H12CORE.1.S.B	250.933763	8.561135	180.816294	0.720574	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
715	PEAKS039234_BHLHA15_pwm.binary	Phox2b	PROP1.H12CORE.0.PSM.A	250.933763	9.880533	175.656855	0.700013	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
716	PEAKS039234_BHLHA15_pwm.binary	Phox2b	PROP1.H12CORE.1.P.C	250.933763	11.673325	182.932116	0.729006	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
717	PEAKS039234_BHLHA15_pwm.binary	Pitx1	PRRX1.H12CORE.0.S.B	250.933763	7.531372	181.183499	0.722037	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
718	PEAKS039234_BHLHA15_pwm.binary	Pitx1	PRRX1.H12CORE.1.S.B	250.933763	6.576414	175.425773	0.699092	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
719	PEAKS039234_BHLHA15_pwm.binary	Pitx2	PRRX2.H12CORE.0.SM.B	250.933763	8.385728	251.113448	1.000716	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
720	PEAKS039234_BHLHA15_pwm.binary	Pitx3	PRRX2.H12CORE.1.S.B	250.933763	9.813415	281.736068	1.122751	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
721	PEAKS039234_BHLHA15_pwm.binary	Pitx3	RX.H12CORE.0.SM.B	250.933763	4.558325	163.844195	0.652938	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
722	PEAKS039234_BHLHA15_pwm.binary	Prop1	SHOX2.H12CORE.0.S.B	250.933763	11.805896	190.496046	0.759149	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
723	PEAKS039234_BHLHA15_pwm.binary	Prop1	SHOX2.H12CORE.1.S.C	250.933763	13.071212	209.518933	0.834957	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
724	PEAKS039234_BHLHA15_pwm.binary	Prrx1	UNC4.H12CORE.0.S.B	250.933763	8.179880	166.154659	0.662145	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
725	PEAKS039234_BHLHA15_pwm.binary	Prrx1	UNC4.H12CORE.1.S.B	250.933763	3.319911	155.973081	0.621571	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
726	PEAKS039234_BHLHA15_pwm.binary	Prrx2	VSX1.H12CORE.0.SM.B	250.933763	9.290276	170.610435	0.679902	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
727	PEAKS039234_BHLHA15_pwm.binary	Prrx2	VSX1.H12CORE.1.SM.B	250.933763	5.071346	167.889834	0.669060	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
728	PEAKS039234_BHLHA15_pwm.binary	Rax	VSX2.H12CORE.0.PSM.A	250.933763	4.375032	166.574395	0.663818	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
729	PEAKS039234_BHLHA15_pwm.binary	Shox2	VSX2.H12CORE.1.S.B	250.933763	4.096143	163.528842	0.651681	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
730	PEAKS039234_BHLHA15_pwm.binary	Shox2	ARX.H12CORE.0.S.B	250.933763	6.399767	170.063643	0.677723	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
731	PEAKS039234_BHLHA15_pwm.binary	Uncx	ARX.H12CORE.1.SM.B	250.933763	6.752765	164.890653	0.657108	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
732	PEAKS039234_BHLHA15_pwm.binary	Uncx	DMBX1.H12CORE.0.SM.B	250.933763	8.344102	175.575838	0.699690	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
733	PEAKS039234_BHLHA15_pwm.binary	Vsx1	DRGX.H12CORE.0.S.B	250.933763	12.364031	169.068772	0.673759	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
734	PEAKS039234_BHLHA15_pwm.binary	Vsx1	DRGX.H12CORE.1.SM.B	250.933763	3.641436	176.474512	0.703271	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
735	PEAKS039234_BHLHA15_pwm.binary	Vsx2	GSC.H12CORE.0.SM.B	250.933763	10.416136	169.694738	0.676253	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
736	PEAKS039234_BHLHA15_pwm.binary	Vsx2	GSC2.H12CORE.0.SM.B	250.933763	5.886342	153.693572	0.612487	1.000000		Homeo domain factors {3.1}	Paired-related HD {3.1.3}
737	PEAKS039234_BHLHA15_pwm.binary	Irx1	IRX1.H12CORE.0.S.C	250.933763	27.058006	275.874899	1.099393	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
738	PEAKS039234_BHLHA15_pwm.binary	Irx2	IRX2.H12CORE.0.S.B	250.933763	13.216053	182.341817	0.726653	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
739	PEAKS039234_BHLHA15_pwm.binary	Irx3	IRX3.H12CORE.0.M.C	250.933763	18.580417	189.432514	0.754910	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
740	PEAKS039234_BHLHA15_pwm.binary	Irx3	IRX3.H12CORE.1.S.B	250.933763	53.232547	353.003591	1.406760	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
741	PEAKS039234_BHLHA15_pwm.binary	Irx3	IRX3.H12CORE.2.S.C	250.933763	6.590809	157.340072	0.627018	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
742	PEAKS039234_BHLHA15_pwm.binary	Irx5	IRX5.H12CORE.0.M.C	250.933763	12.493274	190.208030	0.758001	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
743	PEAKS039234_BHLHA15_pwm.binary	Irx5	IRX5.H12CORE.1.SM.B	250.933763	49.266298	377.991290	1.506339	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
744	PEAKS039234_BHLHA15_pwm.binary	Meis1	MEIS1.H12CORE.0.P.B	250.933763	8.190455	158.289119	0.630800	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
745	PEAKS039234_BHLHA15_pwm.binary	Meis1	MEIS1.H12CORE.1.PS.A	250.933763	46.574798	180.570901	0.719596	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
746	PEAKS039234_BHLHA15_pwm.binary	Meis2	MEIS2.H12CORE.0.P.C	250.933763	8.859799	163.886425	0.653106	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
747	PEAKS039234_BHLHA15_pwm.binary	Meis2	MEIS2.H12CORE.1.PSM.A	250.933763	58.822194	211.769775	0.843927	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
748	PEAKS039234_BHLHA15_pwm.binary	Meis2	MEIS2.H12CORE.2.SM.B	250.933763	53.465817	195.337477	0.778442	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
749	PEAKS039234_BHLHA15_pwm.binary	Meis3	MEIS3.H12CORE.0.SM.B	250.933763	104.847226	444.078711	1.769705	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
750	PEAKS039234_BHLHA15_pwm.binary	Meis3	MEIS3.H12CORE.1.S.B	250.933763	65.239389	196.307638	0.782309	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
751	PEAKS039234_BHLHA15_pwm.binary	Pbx1	PBX1.H12CORE.0.P.B	250.933763	17.534045	171.587083	0.683794	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
752	PEAKS039234_BHLHA15_pwm.binary	Pbx1	PBX1.H12CORE.1.P.B	250.933763	14.462281	212.895512	0.848413	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
753	PEAKS039234_BHLHA15_pwm.binary	Pbx1	PBX1.H12CORE.2.P.B	250.933763	37.291269	191.393627	0.762726	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
754	PEAKS039234_BHLHA15_pwm.binary	Pbx2	PBX2.H12CORE.0.P.B	250.933763	13.758680	171.938976	0.685197	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
755	PEAKS039234_BHLHA15_pwm.binary	Pbx2	PBX2.H12CORE.1.P.C	250.933763	31.094177	280.670033	1.118502	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
756	PEAKS039234_BHLHA15_pwm.binary	Pbx2	PBX2.H12CORE.2.P.C	250.933763	45.196719	310.385772	1.236923	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
757	PEAKS039234_BHLHA15_pwm.binary	Pbx3	PBX3.H12CORE.0.P.B	250.933763	10.273347	183.672583	0.731956	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
758	PEAKS039234_BHLHA15_pwm.binary	Pbx3	PBX3.H12CORE.1.P.B	250.933763	23.132798	201.317040	0.802272	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
759	PEAKS039234_BHLHA15_pwm.binary	Pknox1	PKNX1.H12CORE.0.P.B	250.933763	9.273387	182.868902	0.728754	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
760	PEAKS039234_BHLHA15_pwm.binary	Pknox1	PKNX1.H12CORE.1.P.B	250.933763	16.853921	175.191056	0.698157	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
761	PEAKS039234_BHLHA15_pwm.binary	Pknox1	PKNX1.H12CORE.2.SM.B	250.933763	113.147687	466.869203	1.860528	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
762	PEAKS039234_BHLHA15_pwm.binary	Pknox1	PKNX1.H12CORE.3.SM.B	250.933763	56.762270	203.220832	0.809858	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
763	PEAKS039234_BHLHA15_pwm.binary	Pknox2	PKNX2.H12CORE.0.SM.B	250.933763	61.523083	200.243781	0.797995	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
764	PEAKS039234_BHLHA15_pwm.binary	Pknox2	PKNX2.H12CORE.1.SM.B	250.933763	61.984257	215.766102	0.859853	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
765	PEAKS039234_BHLHA15_pwm.binary	Tgif1	TGIF1.H12CORE.1.S.B	250.933763	40.799391	178.577923	0.711654	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
766	PEAKS039234_BHLHA15_pwm.binary	Tgif2	TGIF2.H12CORE.0.S.B	250.933763	50.307428	211.812587	0.844098	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
767	PEAKS039234_BHLHA15_pwm.binary	Tgif2	TGIF2.H12CORE.1.PSM.A	250.933763	38.078473	217.309637	0.866004	1.000000		Homeo domain factors {3.1}	TALE-type HD {3.1.4}
768	PEAKS039234_BHLHA15_pwm.binary	Isl1	ISL1.H12CORE.0.PSM.A	250.933763	6.923228	162.740904	0.648541	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
769	PEAKS039234_BHLHA15_pwm.binary	Isl2	ISL2.H12CORE.0.SM.B	250.933763	12.071629	182.556442	0.727508	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
770	PEAKS039234_BHLHA15_pwm.binary	Lhx1	LHX1.H12CORE.0.S.C	250.933763	10.852022	179.683891	0.716061	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
771	PEAKS039234_BHLHA15_pwm.binary	Lhx1	LHX1.H12CORE.1.M.C	250.933763	16.981857	184.271388	0.734343	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
772	PEAKS039234_BHLHA15_pwm.binary	Lhx2	LHX5.H12CORE.0.PSM.A	250.933763	16.750719	261.838475	1.043457	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
773	PEAKS039234_BHLHA15_pwm.binary	Lhx2	LHX2.H12CORE.0.PS.A	250.933763	4.353128	152.701539	0.608533	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
774	PEAKS039234_BHLHA15_pwm.binary	Lhx3	LHX2.H12CORE.1.S.C	250.933763	12.077273	194.137156	0.773659	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
775	PEAKS039234_BHLHA15_pwm.binary	Lhx4	LHX9.H12CORE.0.PS.A	250.933763	6.723278	171.159463	0.682090	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
776	PEAKS039234_BHLHA15_pwm.binary	Lhx5	LHX9.H12CORE.1.M.B	250.933763	8.513074	168.120120	0.669978	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
777	PEAKS039234_BHLHA15_pwm.binary	Lhx6	LHX3.H12CORE.0.P.B	250.933763	19.787366	185.596629	0.739624	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
778	PEAKS039234_BHLHA15_pwm.binary	Lhx6	LHX4.H12CORE.0.SM.B	250.933763	6.223511	167.282426	0.666640	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
779	PEAKS039234_BHLHA15_pwm.binary	Lhx6	LHX6.H12CORE.0.P.B	250.933763	7.398165	153.716273	0.612577	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
780	PEAKS039234_BHLHA15_pwm.binary	Lhx8	LHX6.H12CORE.1.S.B	250.933763	7.768748	162.323449	0.646878	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
781	PEAKS039234_BHLHA15_pwm.binary	Lhx8	LHX6.H12CORE.2.M.C	250.933763	9.439328	163.284415	0.650707	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
782	PEAKS039234_BHLHA15_pwm.binary	Lhx9	LHX8.H12CORE.0.S.B	250.933763	4.275489	161.939727	0.645348	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
783	PEAKS039234_BHLHA15_pwm.binary	Lhx9	LHX8.H12CORE.1.M.C	250.933763	10.765941	189.024518	0.753285	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
784	PEAKS039234_BHLHA15_pwm.binary	Lmx1a	LMX1A.H12CORE.0.SM.B	250.933763	6.243306	166.928011	0.665227	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
785	PEAKS039234_BHLHA15_pwm.binary	Lmx1b	LMX1B.H12CORE.1.SM.B	250.933763	6.966593	175.167221	0.698062	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
786	PEAKS039234_BHLHA15_pwm.binary	Lmx1b	LMX1B.H12CORE.2.S.B	250.933763	4.111115	158.963643	0.633488	1.000000		Homeo domain factors {3.1}	HD-LIM {3.1.5}
787	PEAKS039234_BHLHA15_pwm.binary	Six1	SIX1.H12CORE.0.P.B	250.933763	15.609404	181.536451	0.723444	1.000000		Homeo domain factors {3.1}	HD-SINE {3.1.6}
788	PEAKS039234_BHLHA15_pwm.binary	Six1	SIX1.H12CORE.1.SM.B	250.933763	7.764673	168.793238	0.672661	1.000000		Homeo domain factors {3.1}	HD-SINE {3.1.6}
789	PEAKS039234_BHLHA15_pwm.binary	Six2	SIX2.H12CORE.0.P.B	250.933763	15.544760	179.413291	0.714983	1.000000		Homeo domain factors {3.1}	HD-SINE {3.1.6}
790	PEAKS039234_BHLHA15_pwm.binary	Six2	SIX2.H12CORE.1.M.C	250.933763	10.807659	171.345252	0.682831	1.000000		Homeo domain factors {3.1}	HD-SINE {3.1.6}
791	PEAKS039234_BHLHA15_pwm.binary	Six2	SIX2.H12CORE.2.SM.B	250.933763	14.425708	219.927375	0.876436	1.000000		Homeo domain factors {3.1}	HD-SINE {3.1.6}
792	PEAKS039234_BHLHA15_pwm.binary	Six3	SIX3.H12CORE.0.SM.B	250.933763	19.757781	228.915543	0.912255	1.000000		Homeo domain factors {3.1}	HD-SINE {3.1.6}
793	PEAKS039234_BHLHA15_pwm.binary	Six4	SIX6.H12CORE.0.SM.B	250.933763	19.242520	181.487948	0.723250	1.000000		Homeo domain factors {3.1}	HD-SINE {3.1.6}
794	PEAKS039234_BHLHA15_pwm.binary	Six4	SIX4.H12CORE.0.P.B	250.933763	1.239326	159.802622	0.636832	1.000000		Homeo domain factors {3.1}	HD-SINE {3.1.6}
795	PEAKS039234_BHLHA15_pwm.binary	Six6	SIX4.H12CORE.1.M.C	250.933763	17.275586	230.730456	0.919487	1.000000		Homeo domain factors {3.1}	HD-SINE {3.1.6}
796	PEAKS039234_BHLHA15_pwm.binary	Prox1	PROX1.H12CORE.0.SM.B	250.933763	12.511318	169.643213	0.676048	1.000000		Homeo domain factors {3.1}	HD-PROS {3.1.7}
797	PEAKS039234_BHLHA15_pwm.binary	Homez	ZEB1.H12CORE.0.P.B	250.933763	14.442306	181.078044	0.721617	1.000000		Homeo domain factors {3.1}	HD-ZF {3.1.8}
798	PEAKS039234_BHLHA15_pwm.binary	Zeb1	HOMEZ.H12CORE.0.S.B	250.933763	17.055629	162.100039	0.645987	1.000000		Homeo domain factors {3.1}	HD-ZF {3.1.8}
799	PEAKS039234_BHLHA15_pwm.binary	Cux1	HNF6.H12CORE.0.PM.A	250.933763	7.442457	167.643109	0.668077	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
800	PEAKS039234_BHLHA15_pwm.binary	Cux1	HNF6.H12CORE.1.S.B	250.933763	6.541319	158.673408	0.632332	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
801	PEAKS039234_BHLHA15_pwm.binary	Cux1	HNF6.H12CORE.2.S.B	250.933763	8.693616	156.800948	0.624870	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
802	PEAKS039234_BHLHA15_pwm.binary	Cux2	HNF6.H12CORE.3.M.B	250.933763	11.928042	192.760126	0.768171	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
803	PEAKS039234_BHLHA15_pwm.binary	Cux2	ONEC2.H12CORE.0.S.B	250.933763	8.798195	157.807686	0.628882	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
804	PEAKS039234_BHLHA15_pwm.binary	Cux2	ONEC2.H12CORE.1.PM.A	250.933763	9.755723	173.452425	0.691228	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
805	PEAKS039234_BHLHA15_pwm.binary	Onecut1	ONEC2.H12CORE.2.S.B	250.933763	14.587910	202.366881	0.806455	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
806	PEAKS039234_BHLHA15_pwm.binary	Onecut1	ONEC2.H12CORE.3.P.B	250.933763	10.600410	172.901261	0.689031	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
807	PEAKS039234_BHLHA15_pwm.binary	Onecut1	ONEC3.H12CORE.0.S.B	250.933763	7.572107	170.519048	0.679538	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
808	PEAKS039234_BHLHA15_pwm.binary	Onecut1	ONEC3.H12CORE.1.S.C	250.933763	8.322582	173.137597	0.689973	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
809	PEAKS039234_BHLHA15_pwm.binary	Onecut2	ONEC3.H12CORE.2.M.C	250.933763	10.915475	178.472077	0.711232	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
810	PEAKS039234_BHLHA15_pwm.binary	Onecut2	CUX1.H12CORE.0.PM.A	250.933763	8.210239	168.580121	0.671811	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
811	PEAKS039234_BHLHA15_pwm.binary	Onecut2	CUX1.H12CORE.1.S.B	250.933763	6.505521	167.046742	0.665701	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
812	PEAKS039234_BHLHA15_pwm.binary	Onecut2	CUX1.H12CORE.2.P.C	250.933763	5.638682	182.447858	0.727076	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
813	PEAKS039234_BHLHA15_pwm.binary	Onecut3	CUX2.H12CORE.0.P.C	250.933763	10.864028	179.618166	0.715799	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
814	PEAKS039234_BHLHA15_pwm.binary	Onecut3	CUX2.H12CORE.1.SM.B	250.933763	7.358411	167.357606	0.666939	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
815	PEAKS039234_BHLHA15_pwm.binary	Onecut3	CUX2.H12CORE.2.S.C	250.933763	7.312928	173.612588	0.691866	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
816	PEAKS039234_BHLHA15_pwm.binary	Satb1	SATB1.H12CORE.0.P.B	250.933763	4.958625	166.607526	0.663950	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
817	PEAKS039234_BHLHA15_pwm.binary	Satb1	SATB1.H12CORE.1.P.B	250.933763	11.733447	178.990057	0.713296	1.000000		Homeo domain factors {3.1}	HD-CUT {3.1.9}
818	PEAKS039234_BHLHA15_pwm.binary	Pax3	PAX3.H12CORE.0.PS.A	250.933763	5.784202	165.797514	0.660722	1.000000		Paired box factors {3.2}	PD+HD {3.2.1}
819	PEAKS039234_BHLHA15_pwm.binary	Pax3	PAX3.H12CORE.1.SM.B	250.933763	13.345940	176.052747	0.701591	1.000000		Paired box factors {3.2}	PD+HD {3.2.1}
820	PEAKS039234_BHLHA15_pwm.binary	Pax3	PAX3.H12CORE.2.P.C	250.933763	4.099133	160.445331	0.639393	1.000000		Paired box factors {3.2}	PD+HD {3.2.1}
821	PEAKS039234_BHLHA15_pwm.binary	Pax3	PAX3.H12CORE.3.S.B	250.933763	2.183749	165.179472	0.658259	1.000000		Paired box factors {3.2}	PD+HD {3.2.1}
822	PEAKS039234_BHLHA15_pwm.binary	Pax4	PAX7.H12CORE.0.P.B	250.933763	26.154219	250.895121	0.999846	1.000000		Paired box factors {3.2}	PD+HD {3.2.1}
