# Partner motif	Anchor	Partner TF	Partner Motif	Anchor pAUC	Partner pAUC	A&P pAUC	Ratio		Partner Class	Partner Family
809	PEAKS039234_BHLHA15_pwm.binary	Onecut2	ONEC2.H12CORE.0.S.B	7.557501	1.499250	7.188299	0.951148		Homeo domain factors {3.1}	HD-CUT {3.1.9}
810	PEAKS039234_BHLHA15_pwm.binary	Onecut2	ONEC2.H12CORE.1.PM.A	7.557501	1.424491	7.230247	0.956698		Homeo domain factors {3.1}	HD-CUT {3.1.9}
811	PEAKS039234_BHLHA15_pwm.binary	Onecut2	ONEC2.H12CORE.2.S.B	7.557501	1.279440	7.180605	0.950130		Homeo domain factors {3.1}	HD-CUT {3.1.9}
812	PEAKS039234_BHLHA15_pwm.binary	Onecut2	ONEC2.H12CORE.3.P.B	7.557501	0.904050	7.183681	0.950537		Homeo domain factors {3.1}	HD-CUT {3.1.9}
813	PEAKS039234_BHLHA15_pwm.binary	Onecut3	ONEC3.H12CORE.0.S.B	7.557501	1.407139	7.212347	0.954330		Homeo domain factors {3.1}	HD-CUT {3.1.9}
814	PEAKS039234_BHLHA15_pwm.binary	Onecut3	ONEC3.H12CORE.1.S.C	7.557501	1.242165	7.183057	0.950454		Homeo domain factors {3.1}	HD-CUT {3.1.9}
815	PEAKS039234_BHLHA15_pwm.binary	Onecut3	ONEC3.H12CORE.2.M.C	7.557501	1.597946	7.262675	0.960989		Homeo domain factors {3.1}	HD-CUT {3.1.9}
816	PEAKS039234_BHLHA15_pwm.binary	Satb1	SATB1.H12CORE.0.P.B	7.557501	0.981225	7.459612	0.987048		Homeo domain factors {3.1}	HD-CUT {3.1.9}
817	PEAKS039234_BHLHA15_pwm.binary	Satb1	SATB1.H12CORE.1.P.B	7.557501	1.421514	7.335221	0.970588		Homeo domain factors {3.1}	HD-CUT {3.1.9}
818	PEAKS039234_BHLHA15_pwm.binary	Pax3	PAX3.H12CORE.0.PS.A	7.557501	1.697258	7.005838	0.927005		Paired box factors {3.2}	PD+HD {3.2.1}
819	PEAKS039234_BHLHA15_pwm.binary	Pax3	PAX3.H12CORE.1.SM.B	7.557501	1.667595	6.992045	0.925180		Paired box factors {3.2}	PD+HD {3.2.1}
820	PEAKS039234_BHLHA15_pwm.binary	Pax3	PAX3.H12CORE.2.P.C	7.557501	1.426035	7.223427	0.955796		Paired box factors {3.2}	PD+HD {3.2.1}
821	PEAKS039234_BHLHA15_pwm.binary	Pax3	PAX3.H12CORE.3.S.B	7.557501	0.997103	7.218517	0.955146		Paired box factors {3.2}	PD+HD {3.2.1}
822	PEAKS039234_BHLHA15_pwm.binary	Pax4	PAX4.H12CORE.0.SM.B	7.557501	1.667625	7.277827	0.962994		Paired box factors {3.2}	PD+HD {3.2.1}
823	PEAKS039234_BHLHA15_pwm.binary	Pax4	PAX4.H12CORE.1.S.C	7.557501	1.339102	7.203744	0.953191		Paired box factors {3.2}	PD+HD {3.2.1}
824	PEAKS039234_BHLHA15_pwm.binary	Pax6	PAX6.H12CORE.0.PSM.A	7.557501	1.473424	7.116521	0.941650		Paired box factors {3.2}	PD+HD {3.2.1}
825	PEAKS039234_BHLHA15_pwm.binary	Pax7	PAX7.H12CORE.0.P.B	7.557501	1.725825	6.974788	0.922896		Paired box factors {3.2}	PD+HD {3.2.1}
826	PEAKS039234_BHLHA15_pwm.binary	Pax7	PAX7.H12CORE.1.S.B	7.557501	1.338164	7.245368	0.958699		Paired box factors {3.2}	PD+HD {3.2.1}
827	PEAKS039234_BHLHA15_pwm.binary	Pax7	PAX7.H12CORE.2.PM.A	7.557501	1.340945	7.237980	0.957721		Paired box factors {3.2}	PD+HD {3.2.1}
828	PEAKS039234_BHLHA15_pwm.binary	Pax1	PAX1.H12CORE.0.SM.B	7.557501	1.419275	7.033396	0.930651		Paired box factors {3.2}	PD {3.2.2}
829	PEAKS039234_BHLHA15_pwm.binary	Pax2	PAX2.H12CORE.0.SM.B	7.557501	1.456819	7.069947	0.935487		Paired box factors {3.2}	PD {3.2.2}
830	PEAKS039234_BHLHA15_pwm.binary	Pax5	PAX5.H12CORE.0.PS.A	7.557501	1.365111	7.042981	0.931919		Paired box factors {3.2}	PD {3.2.2}
831	PEAKS039234_BHLHA15_pwm.binary	Pax8	PAX8.H12CORE.0.PSM.A	7.557501	1.332577	7.017037	0.928486		Paired box factors {3.2}	PD {3.2.2}
832	PEAKS039234_BHLHA15_pwm.binary	Pax9	PAX9.H12CORE.0.SM.B	7.557501	1.370308	6.971341	0.922440		Paired box factors {3.2}	PD {3.2.2}
833	PEAKS039234_BHLHA15_pwm.binary	Foxa1	FOXA1.H12CORE.0.P.B	7.557501	2.512025	7.462821	0.987472		Fork head/winged helix factors {3.3}	FOX {3.3.1}
834	PEAKS039234_BHLHA15_pwm.binary	Foxa1	FOXA1.H12CORE.1.S.C	7.557501	2.149360	7.413336	0.980924		Fork head/winged helix factors {3.3}	FOX {3.3.1}
835	PEAKS039234_BHLHA15_pwm.binary	Foxa2	FOXA2.H12CORE.0.PSM.A	7.557501	2.546701	7.456271	0.986605		Fork head/winged helix factors {3.3}	FOX {3.3.1}
836	PEAKS039234_BHLHA15_pwm.binary	Foxa2	FOXA2.H12CORE.1.SM.B	7.557501	2.093528	7.414367	0.981061		Fork head/winged helix factors {3.3}	FOX {3.3.1}
837	PEAKS039234_BHLHA15_pwm.binary	Foxa3	FOXA3.H12CORE.0.PS.A	7.557501	2.488182	7.290290	0.964643		Fork head/winged helix factors {3.3}	FOX {3.3.1}
838	PEAKS039234_BHLHA15_pwm.binary	Foxa3	FOXA3.H12CORE.1.M.C	7.557501	1.871164	7.335270	0.970595		Fork head/winged helix factors {3.3}	FOX {3.3.1}
839	PEAKS039234_BHLHA15_pwm.binary	Foxb1	FOXB1.H12CORE.0.SM.B	7.557501	1.812532	7.375200	0.975878		Fork head/winged helix factors {3.3}	FOX {3.3.1}
840	PEAKS039234_BHLHA15_pwm.binary	Foxc1	FOXC1.H12CORE.0.S.B	7.557501	1.523937	7.375490	0.975916		Fork head/winged helix factors {3.3}	FOX {3.3.1}
841	PEAKS039234_BHLHA15_pwm.binary	Foxc1	FOXC1.H12CORE.1.S.C	7.557501	1.449672	7.310223	0.967280		Fork head/winged helix factors {3.3}	FOX {3.3.1}
842	PEAKS039234_BHLHA15_pwm.binary	Foxc2	FOXC2.H12CORE.0.SM.B	7.557501	1.327307	7.311571	0.967459		Fork head/winged helix factors {3.3}	FOX {3.3.1}
843	PEAKS039234_BHLHA15_pwm.binary	Foxd2	FOXD2.H12CORE.0.S.B	7.557501	1.348544	7.269538	0.961897		Fork head/winged helix factors {3.3}	FOX {3.3.1}
844	PEAKS039234_BHLHA15_pwm.binary	Foxd2	FOXD2.H12CORE.1.SM.B	7.557501	1.214162	7.183014	0.950448		Fork head/winged helix factors {3.3}	FOX {3.3.1}
845	PEAKS039234_BHLHA15_pwm.binary	Foxd3	FOXD3.H12CORE.0.P.C	7.557501	2.149977	7.333929	0.970417		Fork head/winged helix factors {3.3}	FOX {3.3.1}
846	PEAKS039234_BHLHA15_pwm.binary	Foxd3	FOXD3.H12CORE.1.S.B	7.557501	1.250141	7.319649	0.968528		Fork head/winged helix factors {3.3}	FOX {3.3.1}
847	PEAKS039234_BHLHA15_pwm.binary	Foxe1	FOXE1.H12CORE.0.SM.B	7.557501	1.209312	7.183481	0.950510		Fork head/winged helix factors {3.3}	FOX {3.3.1}
848	PEAKS039234_BHLHA15_pwm.binary	Foxe1	FOXE1.H12CORE.1.S.C	7.557501	1.029394	7.188432	0.951165		Fork head/winged helix factors {3.3}	FOX {3.3.1}
849	PEAKS039234_BHLHA15_pwm.binary	Foxf1	FOXF1.H12CORE.0.P.C	7.557501	1.905687	7.293874	0.965117		Fork head/winged helix factors {3.3}	FOX {3.3.1}
850	PEAKS039234_BHLHA15_pwm.binary	Foxg1	FOXG1.H12CORE.0.PSM.A	7.557501	2.278810	7.300625	0.966010		Fork head/winged helix factors {3.3}	FOX {3.3.1}
851	PEAKS039234_BHLHA15_pwm.binary	Foxh1	FOXH1.H12CORE.0.P.B	7.557501	1.708392	7.166651	0.948283		Fork head/winged helix factors {3.3}	FOX {3.3.1}
852	PEAKS039234_BHLHA15_pwm.binary	Foxi1	FOXI1.H12CORE.0.SM.B	7.557501	1.742840	7.359979	0.973864		Fork head/winged helix factors {3.3}	FOX {3.3.1}
853	PEAKS039234_BHLHA15_pwm.binary	Foxj2	FOXJ2.H12CORE.0.PSM.A	7.557501	1.746579	7.278342	0.963062		Fork head/winged helix factors {3.3}	FOX {3.3.1}
854	PEAKS039234_BHLHA15_pwm.binary	Foxj2	FOXJ2.H12CORE.1.SM.B	7.557501	1.757638	7.337889	0.970941		Fork head/winged helix factors {3.3}	FOX {3.3.1}
855	PEAKS039234_BHLHA15_pwm.binary	Foxj2	FOXJ2.H12CORE.2.S.B	7.557501	0.731457	7.205570	0.953433		Fork head/winged helix factors {3.3}	FOX {3.3.1}
856	PEAKS039234_BHLHA15_pwm.binary	Foxj3	FOXJ3.H12CORE.0.SM.B	7.557501	2.113346	7.259170	0.960525		Fork head/winged helix factors {3.3}	FOX {3.3.1}
857	PEAKS039234_BHLHA15_pwm.binary	Foxk1	FOXK1.H12CORE.0.PS.A	7.557501	2.071020	7.338712	0.971050		Fork head/winged helix factors {3.3}	FOX {3.3.1}
858	PEAKS039234_BHLHA15_pwm.binary	Foxk2	FOXK2.H12CORE.0.P.B	7.557501	2.096571	7.261181	0.960791		Fork head/winged helix factors {3.3}	FOX {3.3.1}
859	PEAKS039234_BHLHA15_pwm.binary	Foxl1	FOXL1.H12CORE.0.S.B	7.557501	0.843991	7.217800	0.955051		Fork head/winged helix factors {3.3}	FOX {3.3.1}
860	PEAKS039234_BHLHA15_pwm.binary	Foxl2	FOXL2.H12CORE.0.PSM.A	7.557501	1.897090	7.359016	0.973737		Fork head/winged helix factors {3.3}	FOX {3.3.1}
861	PEAKS039234_BHLHA15_pwm.binary	Foxm1	FOXM1.H12CORE.0.P.B	7.557501	2.295185	7.366647	0.974746		Fork head/winged helix factors {3.3}	FOX {3.3.1}
862	PEAKS039234_BHLHA15_pwm.binary	Foxo1	FOXO1.H12CORE.0.PS.A	7.557501	2.360957	7.118605	0.941926		Fork head/winged helix factors {3.3}	FOX {3.3.1}
863	PEAKS039234_BHLHA15_pwm.binary	Foxo3	FOXO3.H12CORE.0.PS.A	7.557501	2.346748	7.167981	0.948459		Fork head/winged helix factors {3.3}	FOX {3.3.1}
864	PEAKS039234_BHLHA15_pwm.binary	Foxo4	FOXO4.H12CORE.0.SM.B	7.557501	1.542839	7.211292	0.954190		Fork head/winged helix factors {3.3}	FOX {3.3.1}
865	PEAKS039234_BHLHA15_pwm.binary	Foxo6	FOXO6.H12CORE.0.S.B	7.557501	1.906783	7.253267	0.959744		Fork head/winged helix factors {3.3}	FOX {3.3.1}
866	PEAKS039234_BHLHA15_pwm.binary	Foxp1	FOXP1.H12CORE.0.PS.A	7.557501	2.641797	7.355430	0.973262		Fork head/winged helix factors {3.3}	FOX {3.3.1}
867	PEAKS039234_BHLHA15_pwm.binary	Foxp2	FOXP2.H12CORE.0.P.B	7.557501	2.563439	7.322985	0.968969		Fork head/winged helix factors {3.3}	FOX {3.3.1}
868	PEAKS039234_BHLHA15_pwm.binary	Foxp3	FOXP3.H12CORE.0.P.B	7.557501	1.438589	7.251379	0.959494		Fork head/winged helix factors {3.3}	FOX {3.3.1}
869	PEAKS039234_BHLHA15_pwm.binary	Foxr2	FOXR2.H12CORE.0.M.C	7.557501	0.387850	7.416386	0.981328		Fork head/winged helix factors {3.3}	FOX {3.3.1}
870	PEAKS039234_BHLHA15_pwm.binary	E2f1	E2F1.H12CORE.0.P.B	7.557501	1.322585	7.002543	0.926569		Fork head/winged helix factors {3.3}	E2F {3.3.2}
871	PEAKS039234_BHLHA15_pwm.binary	E2f1	E2F1.H12CORE.1.S.B	7.557501	1.516718	6.998407	0.926021		Fork head/winged helix factors {3.3}	E2F {3.3.2}
872	PEAKS039234_BHLHA15_pwm.binary	E2f2	E2F2.H12CORE.0.S.B	7.557501	1.469109	6.969630	0.922214		Fork head/winged helix factors {3.3}	E2F {3.3.2}
873	PEAKS039234_BHLHA15_pwm.binary	E2f3	E2F3.H12CORE.0.P.B	7.557501	1.315235	6.944171	0.918845		Fork head/winged helix factors {3.3}	E2F {3.3.2}
874	PEAKS039234_BHLHA15_pwm.binary	E2f3	E2F3.H12CORE.1.SM.B	7.557501	1.264381	6.942867	0.918672		Fork head/winged helix factors {3.3}	E2F {3.3.2}
875	PEAKS039234_BHLHA15_pwm.binary	E2f4	E2F4.H12CORE.0.P.B	7.557501	1.435236	7.016635	0.928433		Fork head/winged helix factors {3.3}	E2F {3.3.2}
876	PEAKS039234_BHLHA15_pwm.binary	E2f4	E2F4.H12CORE.1.P.B	7.557501	1.259589	6.945167	0.918977		Fork head/winged helix factors {3.3}	E2F {3.3.2}
877	PEAKS039234_BHLHA15_pwm.binary	E2f4	E2F4.H12CORE.2.S.B	7.557501	1.755796	7.019725	0.928842		Fork head/winged helix factors {3.3}	E2F {3.3.2}
878	PEAKS039234_BHLHA15_pwm.binary	E2f6	E2F6.H12CORE.0.P.B	7.557501	1.075840	6.921140	0.915797		Fork head/winged helix factors {3.3}	E2F {3.3.2}
879	PEAKS039234_BHLHA15_pwm.binary	E2f7	E2F7.H12CORE.0.S.C	7.557501	1.281141	7.000702	0.926325		Fork head/winged helix factors {3.3}	E2F {3.3.2}
880	PEAKS039234_BHLHA15_pwm.binary	E2f7	E2F7.H12CORE.1.P.B	7.557501	1.605973	7.033275	0.930635		Fork head/winged helix factors {3.3}	E2F {3.3.2}
881	PEAKS039234_BHLHA15_pwm.binary	E2f8	E2F8.H12CORE.0.P.C	7.557501	1.685971	7.098561	0.939274		Fork head/winged helix factors {3.3}	E2F {3.3.2}
882	PEAKS039234_BHLHA15_pwm.binary	E2f8	E2F8.H12CORE.1.SM.B	7.557501	1.485698	6.976902	0.923176		Fork head/winged helix factors {3.3}	E2F {3.3.2}
883	PEAKS039234_BHLHA15_pwm.binary	Tfdp1	TFDP1.H12CORE.0.P.B	7.557501	1.062822	6.965098	0.921614		Fork head/winged helix factors {3.3}	E2F {3.3.2}
884	PEAKS039234_BHLHA15_pwm.binary	Rfx1	RFX1.H12CORE.0.PM.A	7.557501	2.034989	7.092657	0.938492		Fork head/winged helix factors {3.3}	RFX {3.3.3}
885	PEAKS039234_BHLHA15_pwm.binary	Rfx1	RFX1.H12CORE.1.PSM.A	7.557501	1.768287	7.058078	0.933917		Fork head/winged helix factors {3.3}	RFX {3.3.3}
886	PEAKS039234_BHLHA15_pwm.binary	Rfx1	RFX1.H12CORE.2.S.C	7.557501	2.158726	7.142451	0.945081		Fork head/winged helix factors {3.3}	RFX {3.3.3}
887	PEAKS039234_BHLHA15_pwm.binary	Rfx2	RFX2.H12CORE.0.PS.A	7.557501	1.862667	7.053367	0.933294		Fork head/winged helix factors {3.3}	RFX {3.3.3}
888	PEAKS039234_BHLHA15_pwm.binary	Rfx2	RFX2.H12CORE.1.PSM.A	7.557501	1.630564	7.050113	0.932863		Fork head/winged helix factors {3.3}	RFX {3.3.3}
889	PEAKS039234_BHLHA15_pwm.binary	Rfx3	RFX3.H12CORE.0.PSM.A	7.557501	1.970548	7.015161	0.928238		Fork head/winged helix factors {3.3}	RFX {3.3.3}
890	PEAKS039234_BHLHA15_pwm.binary	Rfx3	RFX3.H12CORE.1.PS.A	7.557501	1.908722	7.122175	0.942398		Fork head/winged helix factors {3.3}	RFX {3.3.3}
891	PEAKS039234_BHLHA15_pwm.binary	Rfx3	RFX3.H12CORE.2.S.B	7.557501	0.441041	6.853638	0.906866		Fork head/winged helix factors {3.3}	RFX {3.3.3}
892	PEAKS039234_BHLHA15_pwm.binary	Rfx4	RFX4.H12CORE.0.SM.B	7.557501	1.736449	7.051103	0.932994		Fork head/winged helix factors {3.3}	RFX {3.3.3}
893	PEAKS039234_BHLHA15_pwm.binary	Rfx5	RFX5.H12CORE.0.P.B	7.557501	2.684654	7.109467	0.940717		Fork head/winged helix factors {3.3}	RFX {3.3.3}
894	PEAKS039234_BHLHA15_pwm.binary	Rfx5	RFX5.H12CORE.1.PSM.A	7.557501	2.503297	7.102519	0.939797		Fork head/winged helix factors {3.3}	RFX {3.3.3}
895	PEAKS039234_BHLHA15_pwm.binary	Rfx5	RFX5.H12CORE.2.S.B	7.557501	1.966649	7.024816	0.929516		Fork head/winged helix factors {3.3}	RFX {3.3.3}
896	PEAKS039234_BHLHA15_pwm.binary	Rfx6	RFX6.H12CORE.0.P.C	7.557501	2.367831	7.125561	0.942846		Fork head/winged helix factors {3.3}	RFX {3.3.3}
897	PEAKS039234_BHLHA15_pwm.binary	Hsf1	HSF1.H12CORE.0.PSM.A	7.557501	1.470609	6.959535	0.920878		Heat shock factors {3.4}	HSF {3.4.1}
898	PEAKS039234_BHLHA15_pwm.binary	Hsf1	HSF1.H12CORE.1.P.B	7.557501	1.928478	7.173482	0.949187		Heat shock factors {3.4}	HSF {3.4.1}
899	PEAKS039234_BHLHA15_pwm.binary	Hsf1	HSF1.H12CORE.2.P.B	7.557501	1.083175	7.090216	0.938169		Heat shock factors {3.4}	HSF {3.4.1}
900	PEAKS039234_BHLHA15_pwm.binary	Hsf2	HSF2.H12CORE.0.PSM.A	7.557501	1.640455	7.048669	0.932672		Heat shock factors {3.4}	HSF {3.4.1}
901	PEAKS039234_BHLHA15_pwm.binary	Hsf4	HSF4.H12CORE.0.SM.B	7.557501	1.629114	7.058918	0.934028		Heat shock factors {3.4}	HSF {3.4.1}
902	PEAKS039234_BHLHA15_pwm.binary	Hsf5	HSF5.H12CORE.0.M.C	7.557501	1.836637	7.146818	0.945659		Heat shock factors {3.4}	HSF {3.4.1}
903	PEAKS039234_BHLHA15_pwm.binary	Hsf5	HSF5.H12CORE.1.S.C	7.557501	1.897984	7.164213	0.947961		Heat shock factors {3.4}	HSF {3.4.1}
904	PEAKS039234_BHLHA15_pwm.binary	Myb	MYB.H12CORE.0.P.B	7.557501	2.619707	6.985224	0.924277		Tryptophan cluster factors {3.5}	Myb/SANT domain {3.5.1}
905	PEAKS039234_BHLHA15_pwm.binary	Mybl1	MYBA.H12CORE.0.P.B	7.557501	2.500498	7.063561	0.934642		Tryptophan cluster factors {3.5}	Myb/SANT domain {3.5.1}
906	PEAKS039234_BHLHA15_pwm.binary	Mybl1	MYBA.H12CORE.1.PS.A	7.557501	2.043721	7.126506	0.942971		Tryptophan cluster factors {3.5}	Myb/SANT domain {3.5.1}
907	PEAKS039234_BHLHA15_pwm.binary	Mybl1	MYBA.H12CORE.2.S.B	7.557501	1.815117	7.160669	0.947492		Tryptophan cluster factors {3.5}	Myb/SANT domain {3.5.1}
908	PEAKS039234_BHLHA15_pwm.binary	Mybl2	MYBB.H12CORE.0.S.B	7.557501	1.920536	7.151409	0.946266		Tryptophan cluster factors {3.5}	Myb/SANT domain {3.5.1}
909	PEAKS039234_BHLHA15_pwm.binary	Mybl2	MYBB.H12CORE.1.S.B	7.557501	1.817170	6.984533	0.924186		Tryptophan cluster factors {3.5}	Myb/SANT domain {3.5.1}
910	PEAKS039234_BHLHA15_pwm.binary	Ehf	EHF.H12CORE.0.P.B	7.557501	1.497731	7.004738	0.926859		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
911	PEAKS039234_BHLHA15_pwm.binary	Elf1	ELF1.H12CORE.0.PSM.A	7.557501	1.545842	6.975424	0.922980		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
912	PEAKS039234_BHLHA15_pwm.binary	Elf2	ELF2.H12CORE.0.PS.A	7.557501	1.524601	6.963236	0.921367		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
913	PEAKS039234_BHLHA15_pwm.binary	Elf2	ELF2.H12CORE.1.M.B	7.557501	1.531279	7.023377	0.929325		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
914	PEAKS039234_BHLHA15_pwm.binary	Elf3	ELF3.H12CORE.0.S.B	7.557501	1.614830	7.112937	0.941176		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
915	PEAKS039234_BHLHA15_pwm.binary	Elf3	ELF3.H12CORE.1.PM.A	7.557501	1.569450	7.055993	0.933641		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
916	PEAKS039234_BHLHA15_pwm.binary	Elf4	ELF4.H12CORE.0.PS.A	7.557501	1.676087	6.990772	0.925011		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
917	PEAKS039234_BHLHA15_pwm.binary	Elf4	ELF4.H12CORE.1.M.B	7.557501	1.525972	7.021372	0.929060		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
918	PEAKS039234_BHLHA15_pwm.binary	Elf5	ELF5.H12CORE.0.PSM.A	7.557501	1.359524	6.994124	0.925455		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
919	PEAKS039234_BHLHA15_pwm.binary	Elf5	ELF5.H12CORE.1.S.B	7.557501	1.685492	7.047760	0.932552		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
920	PEAKS039234_BHLHA15_pwm.binary	Elk1	ELK1.H12CORE.0.PSM.A	7.557501	1.763453	7.064290	0.934739		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
921	PEAKS039234_BHLHA15_pwm.binary	Elk3	ELK3.H12CORE.0.PSM.A	7.557501	1.742483	7.063264	0.934603		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
922	PEAKS039234_BHLHA15_pwm.binary	Elk4	ELK4.H12CORE.0.PSM.A	7.557501	1.762808	7.071005	0.935627		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
923	PEAKS039234_BHLHA15_pwm.binary	Erf	ERF.H12CORE.0.PS.A	7.557501	1.501102	7.003572	0.926705		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
924	PEAKS039234_BHLHA15_pwm.binary	Erg	ERG.H12CORE.0.P.B	7.557501	1.608071	6.979020	0.923456		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
925	PEAKS039234_BHLHA15_pwm.binary	Erg	ERG.H12CORE.1.SM.B	7.557501	1.659840	7.057440	0.933833		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
926	PEAKS039234_BHLHA15_pwm.binary	Ets1	ETS1.H12CORE.0.S.B	7.557501	1.678412	6.994467	0.925500		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
927	PEAKS039234_BHLHA15_pwm.binary	Ets1	ETS1.H12CORE.1.P.B	7.557501	1.402798	6.890507	0.911744		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
928	PEAKS039234_BHLHA15_pwm.binary	Ets2	ETS2.H12CORE.0.S.C	7.557501	1.547035	7.034584	0.930808		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
929	PEAKS039234_BHLHA15_pwm.binary	Ets2	ETS2.H12CORE.1.P.B	7.557501	1.384355	6.951950	0.919874		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
930	PEAKS039234_BHLHA15_pwm.binary	Etv1	ETV1.H12CORE.0.PSM.A	7.557501	1.665095	7.046376	0.932369		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
931	PEAKS039234_BHLHA15_pwm.binary	Etv1	ETV1.H12CORE.1.PM.A	7.557501	1.252239	6.961765	0.921173		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
932	PEAKS039234_BHLHA15_pwm.binary	Etv2	ETV2.H12CORE.0.S.B	7.557501	1.739139	7.080481	0.936881		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
933	PEAKS039234_BHLHA15_pwm.binary	Etv2	ETV2.H12CORE.1.PM.A	7.557501	1.531927	6.958548	0.920747		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
934	PEAKS039234_BHLHA15_pwm.binary	Etv3	ETV3.H12CORE.0.SM.B	7.557501	1.666407	7.082650	0.937168		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
935	PEAKS039234_BHLHA15_pwm.binary	Etv4	ETV4.H12CORE.0.P.B	7.557501	1.470622	6.943510	0.918757		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
936	PEAKS039234_BHLHA15_pwm.binary	Etv4	ETV4.H12CORE.1.SM.B	7.557501	1.639306	7.034839	0.930842		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
937	PEAKS039234_BHLHA15_pwm.binary	Etv5	ETV5.H12CORE.0.PS.A	7.557501	1.641352	7.038309	0.931301		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
938	PEAKS039234_BHLHA15_pwm.binary	Etv5	ETV5.H12CORE.1.PM.A	7.557501	1.578149	6.960720	0.921035		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
939	PEAKS039234_BHLHA15_pwm.binary	Etv6	ETV6.H12CORE.0.PS.A	7.557501	1.524273	6.981985	0.923848		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
940	PEAKS039234_BHLHA15_pwm.binary	Etv6	ETV6.H12CORE.1.P.B	7.557501	1.195618	6.834460	0.904328		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
941	PEAKS039234_BHLHA15_pwm.binary	Fev	FEV.H12CORE.0.S.B	7.557501	1.716287	7.092156	0.938426		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
942	PEAKS039234_BHLHA15_pwm.binary	Fli1	FLI1.H12CORE.0.PSM.A	7.557501	1.608855	6.984179	0.924139		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
943	PEAKS039234_BHLHA15_pwm.binary	Fli1	FLI1.H12CORE.1.P.B	7.557501	0.841108	6.970113	0.922277		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
944	PEAKS039234_BHLHA15_pwm.binary	Gabpa	GABPA.H12CORE.0.PSM.A	7.557501	1.659586	7.047307	0.932492		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
945	PEAKS039234_BHLHA15_pwm.binary	Spdef	SPDEF.H12CORE.0.PSM.A	7.557501	1.626074	7.044237	0.932085		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
946	PEAKS039234_BHLHA15_pwm.binary	Spdef	SPDEF.H12CORE.1.SM.B	7.557501	1.333777	6.891362	0.911857		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
947	PEAKS039234_BHLHA15_pwm.binary	Spi1	SPI1.H12CORE.0.P.B	7.557501	1.337514	6.934187	0.917524		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
948	PEAKS039234_BHLHA15_pwm.binary	Spi1	SPI1.H12CORE.1.S.B	7.557501	1.183307	6.993867	0.925421		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
949	PEAKS039234_BHLHA15_pwm.binary	Spib	SPIB.H12CORE.0.P.B	7.557501	1.224473	7.018897	0.928733		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
950	PEAKS039234_BHLHA15_pwm.binary	Spib	SPIB.H12CORE.1.S.C	7.557501	1.317132	7.077396	0.936473		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
951	PEAKS039234_BHLHA15_pwm.binary	Spib	SPIB.H12CORE.2.SM.B	7.557501	1.243997	7.037403	0.931181		Tryptophan cluster factors {3.5}	Ets-related {3.5.2}
952	PEAKS039234_BHLHA15_pwm.binary	Irf1	IRF1.H12CORE.0.P.B	7.557501	1.155101	7.200120	0.952712		Tryptophan cluster factors {3.5}	IRF {3.5.3}
953	PEAKS039234_BHLHA15_pwm.binary	Irf2	IRF2.H12CORE.0.PSM.A	7.557501	1.510397	7.178069	0.949794		Tryptophan cluster factors {3.5}	IRF {3.5.3}
